ID_DN,CITY,ENT_TYPE,AGE,LEGAL_GENDER,CAPITAL_AMOUNT,TOTAL_OF_LABORS,MA_NGANH,TienTT_2015,ThuNH_2015,HangTon_2015,TSCoDinh_2015,NoNgan_2015,NoDai_2015,VonCSH_2015,DTThuan_2015,GiaVon_2015,DThuTC_2015,LNThuan_2015,TongLN_2015,LNsauthue_2015,TienTT_2016,ThuNH_2016,HangTon_2016,TSCoDinh_2016,NoNgan_2016,NoDai_2016,VonCSH_2016,DTThuan_2016,GiaVon_2016,DThuTC_2016,LNThuan_2016,TongLN_2016,LNsauthue_2016,TienTT_2017,ThuNH_2017,HangTon_2017,TSCoDinh_2017,NoNgan_2017,NoDai_2017,VonCSH_2017,DTThuan_2017,GiaVon_2017,DThuTC_2017,LNThuan_2017,TongLN_2017,LNsauthue_2017,TienTT_2018,ThuNH_2018,HangTon_2018,TSCoDinh_2018,NoNgan_2018,NoDai_2018,VonCSH_2018,DTThuan_2018,GiaVon_2018,DThuTC_2018,LNThuan_2018,TongLN_2018,LNsauthue_2018,Status
TER0407,0.638425,LLC1,9.578082192,Female,600000000,1,46,606364900,1,1,1,9106100,1,613081100,5758060800,5685031700,759500,32757400,32757400,26205900,596186700,1,1,1,9106100,1,592041500,2486953900,2451490700,603500,-21039600,-21039600,-21039600,576871113,1,1,1,24857069,1,556975052,340006828,337111550,249212,-35066510,-35066510,-35066510,537146227,1,1,1,9117172,1,532990063,803288898,789068000,45113,-23984989,-23984989,-23984989,TER
TER0572,0.638425,LLC2,9.109589041,Male,1500000000,50,14,984613100,17253600,1,214593100,181539500,1,1067850100,3901050000,3577192600,122500,-27208000,-27208000,-27208000,439848100,883656900,1,20303300,131107000,1,1220933800,4378500000,3811056300,236000,159726700,159706100,153083700,733636107,853173614,1,1,201061950,1,1385747771,4123260000,3510253669,161334,206208840,206202840,164961072,962486855,733430321,1,1,180717843,1,1515199333,3888300000,3324290211,115034,162344831,161920528,129451562,TER
ACT0028,0.638425,SC,9.054794521,Male,10000000000,37,42,29324210900,32978485900,18216361700,18372568800,61440134100,27990000000,10707837800,37797756600,34277545700,4492800,385138800,356545800,278105700,49570478500,43596208400,27003723600,17404711300,1.05E+11,16690000000,17196049200,75402546000,70492177800,6237200,970098800,971938900,777551100,13941126809,79623870989,34724460155,15602380907,1.34E+11,1,10630284503,82740828617,76775352959,7252969,294060924,-30730961,-89737863,42625896199,69958130559,21924838278,16614515377,1.42E+11,1,11144697321,79155186302,71375793051,5999685,848653161,685400772,514412818,ACT
TER0581,0.638425,LLC2,7.802739726,Male,4000000000,5,46,2888535100,1,148763600,914994600,2791300,1,4023395000,110000000,990000,2200,12712200,12712200,9915500,2906443800,1,148763600,914994600,2820000,1,4034675000,66000000,1,1,14100000,14100000,11280000,2511914283,1,1,814826364,1,1,3364161917,264000000,165232968,697,-34402271,-37902271,-37902271,2808731783,1,79781868,1,1,1,2898928354,99000000,44142858,1,35670575,-465233563,-465233563,TER
TER0385,0.638425,LLC1,6.468493151,Female,1000000000,30,13,23091200,90000000,1,1,1,1,117394200,1,1,21000,-3806800,-3806800,-3806800,19189300,90000000,1,1,1,1,113052100,1,1,14900,-4342000,-4342000,-4342000,13023892,90000000,1,1,1,1,106608924,1,1,6000,-6465026,-6443226,-6443226,9730630,1,1,1,1,1,13433432,1,1,2200,-3175492,-93175492,-93175492,TER
TER0469,0.638425,LLC2,6.512328767,Female,500000000,5,46,490614500,1,1,1,10389900,1,480224600,137590800,1,1,3271600,3271600,3271600,465552700,800000,1,1,1328100,1,465024600,33264100,1,80400,-40199900,-15199900,-15199900,282711746,800000,1,79333336,1,1,362845082,26590215,1,56761,-126579554,-102179554,-102179554,293716494,800000,1,45333340,1,1,339849834,131810115,1,212791,-51295248,-22995248,-22995248,TER
TER0395,0.638425,LLC2,6.961643836,Male,1000000000,9,46,387026100,1,1114989000,424441600,2289130900,1,-208971900,13088072000,14957150500,1,-3555328100,-539703500,-539703500,105988600,1,1060385500,691235500,2246607100,1,-245473600,11997211000,14576940400,1,-4139595300,-302994300,-302994300,71860920,1,319224081,609869465,2337068195,1,-1162069625,6349185000,7557218734,1,-2689381016,-916596016,-916596016,58079151,1,334469331,528503365,1700000000,1,-605055159,12159493000,13739587805,1,-2945997534,-43485534,-43485534,TER
TER0570,0.638425,LLC1,6.197260274,Female,500000000,5,46,8320600,789838000,1119318700,1,1413266000,1,597831200,971927000,706087400,65800,156387300,156387300,125109800,27256400,736110000,849536500,1,1055060300,1,594477000,850570900,822231200,19100,8422000,8422000,6737600,39844965,572906461,989146143,1,1045610532,1,621873142,948957486,846224294,10998,34245061,34245061,27396049,27941363,817876461,1113549143,1,1397273282,1,572599520,222700000,212997000,3052,-49273622,-49273622,-49273622,TER
TER0582,0.638425,LLC1,5.846575342,Male,500000000,2,46,94344500,257494900,1248928400,1,1188561700,1,536376800,6623952600,6408069500,6670600,12735400,12735400,10188300,187928300,30152200,889750000,1,630931700,1,551964700,7169619000,6965955900,30300,-2139000,15587800,12470300,1053517896,1,248772603,1,765379800,1,549173183,6358542045,6183117500,14232,-6852909,-2791546,-2791546,537217337,7592089,1,1,1,1,544809426,3208851375,3073109093,6010,-3474631,-3474631,-3474631,TER
TER0354,0.638425,LLC1,5.624657534,Male,1000000000,8,46,94991500,1,1322716600,996627500,1550351500,1,1006396900,10048786000,10110490000,1,-417972200,1597700,1246200,61426400,1,459966000,1158696600,783047800,1,1031068800,16664730000,16262452600,1,30839800,30839800,24671800,2065049005,40000000,458407574,1019015757,2635228201,1,1042244547,10010761000,9862514226,1,-146143917,16822983,13458386,413983724,1,1,1,1,1,480129736,9908399220,9832372574,1,-372683004,-550157929,-550157929,TER
TER0420,0.638425,LLC1,5.61369863,Male,1900000000,2,46,4496023000,1,1,32883800,2588988400,1,1946605500,14938811800,14665651200,268500,38605700,38605700,30884600,4492846900,1,3402000,27080800,2589002700,1,1954659900,18198281800,17754845700,282000,10067900,10067900,8054300,2608919700,1763291156,1,21277775,2418868193,1,1979703061,31380513970,31145203805,76659,38853905,38853905,31083124,3851913296,532266546,1,1,2389159572,1,1995020270,27291674190,27181740890,99730,25617422,19175507,15340406,TER
TER0405,0.638425,LLC2,4.364383562,Male,15000000000,50,22,13654178300,1,1,1,399520000,1,14992699400,1,1,136600,-7300500,-7300500,-7300500,13240260100,1,1,1,1,1,14978301200,1,1,58800,-14398200,-14398200,-14398200,11740403170,1,796929172,1,1,1,14762008529,1,1,1,-216292727,-216292727,-216292727,7425200389,1,3939519436,2511703768,1,1,14464071490,4791687803,4453726634,1,-337537039,-337537039,-337537039,TER
TER0530,0.638425,LLC2,3.35890411,Female,9000000000,3,41,8974000000,1,1,1,1,1,8974000000,1,1,1,-27520000,-27520000,-27520000,8881100000,1,1,1,1,1,8881152000,1,1,1,-92820000,-92820000,-92820000,8803100000,1,1,1,1,1,8803152000,1,1,1,-78000000,-78000000,-78000000,8801152000,1,1,1,1,1,8801152000,1,1,1,-2000000,-2000000,-2000000,TER
ACT0547,0.6758,LLC2,23.9369863,Male,1.00E+11,25,10,53010949800,87899720900,87209339100,1.04E+11,2.56E+11,1,87629806900,1.93E+12,1.88E+12,3018610100,-1917948200,479068200,356348200,7565315200,77047731100,1.65E+11,1.06E+11,3.03E+11,1,87699566000,1.97E+12,1.93E+12,3026070200,103959700,150290700,69759100,41479754398,1.15E+11,1.53E+11,1.11E+11,3.87E+11,1,88864533034,2.05E+12,2.00E+12,5019193748,1301797972,1452388038,1164966990,46128728330,1.28E+11,2.06E+11,1.16E+11,4.71E+11,1,89662392246,3.31E+12,3.22E+12,5968157456,181181158,1056411794,797859212,ACT
TER1073,0.6758,LLC2,22.85205479,Male,1780000000,10,41,1308418800,679905900,1,108116500,192931400,1,1971856600,2215620400,1932310300,1010700,23338300,23338300,18670700,1382154500,54636300,478772200,108116500,34501100,1,1989178500,1638250300,1354147300,1509200,21652300,21652300,17321800,1397598755,173685695,359924366,108116556,50439569,1,2002741163,1142714819,857856807,133643,16953264,16953264,13562611,1503659058,397248827,1,1,1,1,1905030544,392171106,394188099,199300,-9594063,-97710619,-97710619,TER
TER1679,0.6758,LLC1,18.09589041,Male,9000000000,2,46,1697466200,7496103700,16960321300,720275000,18591002500,1,9038398100,21639724900,21375541900,1,49516700,49516700,38623000,2506322400,17724170200,20207710200,691285000,32944653900,1,9082848700,24391205100,24050598600,1,56987900,56987900,44450600,4379231985,23821254747,13071501242,1,33372192790,1,9098303282,37451714744,37246925516,1,19318173,19318173,15454538,8562167282,1,1,488355000,1,1,9050522282,15864564008,15789916674,1,1,1,1,TER
TER2268,0.6758,LLC2,16.06849315,Male,2000000000,3,46,2191396800,1,1,12000000,1,1,2205888300,1,1,101100,-19527800,-19527800,-19527800,2174201800,1,1,12000000,1,1,2186662400,1,1,1,-17195000,-17195000,-17195000,2147571366,1,1,12000000,1,1,2160303785,1,1,1,-25343182,-25343182,-25343182,2145571366,1,1,12000000,1,1,2157842567,1,1,1,-2000000,-2000000,-2000000,TER
ACT1730,0.6758,LLC1,15.93150685,Male,1000000000,5,47,162815300,1,526047300,80777700,600000000,1,175950000,6416107000,6233545000,1,-47748600,-47748600,-47748600,272838200,1,655555200,1,604037800,1,401093400,6809680900,6338793900,1,225221300,225221300,225221300,907615288,1,566339400,1,1008103616,1,538548805,9029864542,8329105616,1,192463168,192463168,153970534,428913894,1,901631941,61067223,820092627,1,571520431,10990972666,10422073432,1,41588674,41588674,33270939,ACT
TER1003,0.6758,LLC2,14.47123288,Male,600000000,6,10,878063600,764189100,538555800,1,1758128300,1,600000000,17171544100,15893052500,23213900,69918600,69918600,55934900,1192120800,15991100,520379400,1,1285289700,1,646545200,17357141300,15899955600,10635800,72726900,72726900,58181500,108476510,252797621,759563858,1,943830407,1,574430682,11885095777,10750048753,653926,-159117768,-159117768,-159117768,102654867,730379124,422069093,1,872524578,1,421578506,9634626730,8553564720,2021233,-152852177,-152852177,-152852177,TER
ACT0696,0.6758,LLC1,10.65479452,Male,2000960000,40,80,2978101400,1,169093700,1,147416800,1,2999778300,4428891300,3921356000,628900,104439100,104007700,83119900,2712237000,312604500,169093700,1,127851500,1,3066180600,4538050000,4087866800,443100,85189500,85189500,68151600,2454474172,387396512,169093705,1,94433231,1,2916531158,3483121536,3319155004,236522,-146024620,-149649528,-149649528,3287324630,650391097,169093705,1,1189419249,1,2917390183,1951778349,1616655372,70944,4565955,1772216,1772216,ACT
ACT0885,0.6758,LLC2,12.15890411,Male,4950000000,17,96,2031829800,1,6018900,2344792400,5290900,1,4563478000,215815100,246794800,1,-176415900,-176415900,-176415900,2016801800,1,3009400,2212683900,4986700,1,4402817200,188284200,204327000,1,-160660800,-160660800,-160660800,2075198461,1,1,2080575337,5209089,1,4310220322,209020380,1,1,-92596882,-92596882,-92596882,2133968917,1,11529091,1948466766,5204889,1,4229789247,204936114,1,1,-80431075,-80431075,-80431075,ACT
TER0367,0.6758,SC,10.76164384,Male,1.20E+11,7,68,4324495900,38162867800,1.06E+11,3267887900,93189687400,44959449100,1.09E+11,28947787800,32398924400,11202197100,3082225200,2407927600,1867683800,1071093200,41296935300,86797049300,2913547100,58069320300,22160000000,1.11E+11,90324127100,78135141400,2542604000,2775550000,2696383100,2114273100,678576932,58230527622,79100170545,369208794,50008313770,1,1.01E+11,30787911092,29845430362,272528540,-7475102114,-8217792018,-8217792018,16475257,66242254416,9932447071,1,16758763027,1,59432413717,79372620408,66207737191,278061095,6444646498,7064217449,7064217449,TER
TER1969,0.6758,LLC1,9.432876712,Male,1900000000,2,46,137361200,1314570900,409871500,979650700,2500000000,1,438725000,2161387500,1942663400,379000,5480300,5480300,5480300,174711200,319109600,333873400,866587200,1,1,1785542400,478219500,405135500,278900,-53182500,-53182500,-53182500,687366728,124091350,46826130,753523785,1,1,1673278970,311504545,299956411,80737,-112263460,-112263460,-112263460,1722268528,1,1,1,39695178,1,1688839506,49100000,46826130,5625,-99713292,-99093930,-99093930,TER
ACT1422,0.6758,LLC2,9.832876712,Male,4500000000,6,46,39050900,4864857500,2563793400,337236000,2774409500,1,5095677100,26601917200,26340087900,401400,-248186600,31816600,24044500,82893100,1168256400,4550776700,289626200,1271067200,1,5101771200,22746234100,22718237700,240000,-282114000,23441900,6094100,62311648,5986829102,5180169628,242016503,6660161177,1,5143059505,25264743326,25185744079,177927,-792052306,62512365,50009892,184264421,8188614100,2181191111,194406707,5620465335,1,5184488894,29946204184,29987187977,58785,-723028585,49246178,37791066,ACT
ACT0675,0.6758,LLC1,9.778082192,Female,500000000,8,79,160204300,1,15587500,1,13083000,1,179022100,552376900,501539000,260400,-12102300,-12102300,-12102300,215480500,1001032000,24087500,1,64101500,1011000000,186756300,881391200,802820700,377400,21044500,21044500,21044500,58258603,299954276,24087580,828181818,1084726000,1,211201073,1076249497,932765570,223561,69631276,69631276,69631276,801265160,253873500,11655416,1,1305773994,1,-223857024,2197266792,2137884513,232219,-38255794,-366489821,-366489821,ACT
TER1936,0.6758,LLC2,9.490410959,Male,1800000000,5,46,869789500,114213200,1136800100,10240200,1333333500,1,880614000,5587546300,5370045900,148700,14647700,3858500,3858500,1,106169800,1787735500,1,1016164900,1,936732100,6454292300,5985822200,225200,56118000,56118000,56118000,351567546,147828804,1554604464,1,1125515810,1,941388512,6575237223,6079366809,9084832,1999127,4656377,4656377,33756492,146130877,1371664930,1,389141255,1,1162411044,3766794208,3509367390,50914,-154701946,221022532,221022532,TER
ACT1390,0.6758,LLC1,8.936986301,Male,2000000000,10,41,62771500,884866000,4680800400,5779000,953585300,1,4766976800,8713702700,7184115000,958600,205913300,205914400,167791400,1201071500,660552000,5123615400,2763900,2457460300,1,4604043500,6129015700,4949715100,423100,159653100,39602800,15416100,4503565064,361019123,4747937008,299031818,5304420938,1,4711673045,10190803731,9061747557,273282,136153376,130775596,107629522,3390356251,717155106,6955586817,261652850,6605896322,1,4829946827,8809102728,7629159421,352966,118948532,118948532,98727282,ACT
TER1976,0.6758,LLC1,7.868493151,Male,400000000,5,71,2349565900,412832000,791560000,25500000,127960600,1,3451497300,4965570900,3338260000,492300,760261600,760261600,760261600,3290748100,148363000,20720000,25500000,3038400,1,3482292600,957474500,770840000,111100,32416100,32416100,30795300,3441002066,40000000,1,25500000,7061743,1,3499440323,115030910,84365545,1,18050155,18050155,17147647,467897700,1,1,1,1,1,467897700,1,1,1,-8042623,-31542623,-31542623,TER
TER1896,0.6758,LLC2,8.109589041,Female,1000000000,5,46,140960300,108568200,170516300,87833300,2895800,187924200,936608300,3629799400,3091985200,26032800,32386200,7667100,7667100,51212200,284453900,512752700,39924200,1,301518700,987780300,5249158300,4685049400,21201400,51172000,51172000,51172000,147227449,78441670,936226128,1,483670217,1,1258817559,6587964645,5757496791,21982795,179264944,179264944,143411955,251114815,175409101,237231918,1,207804259,1,1279731174,4843027776,4313229638,23605491,21131184,20913615,16730892,TER
TER1110,0.6758,LLC2,7.616438356,Female,1.00E+11,100,10,62427000,1769914500,338110100,1.79E+11,82466937000,58200000000,47183514300,37476450200,39050858100,257363500,-19675434800,-19756143900,-19756143900,2838830800,508315300,312567400,1.73E+11,97883077700,50200000000,30034410500,18951651700,17722442300,167936800,-6767277400,-17149103800,-17149103800,155939731,917433521,312567456,1.61E+11,1.15E+11,38000000000,11887707064,10063612100,9382274215,1063424,-6843238247,-18146703450,-18146703450,360696854,1,1,1,1,1,360696854,14048409530,13801629856,984283,-5887000067,-11527010210,-11527010210,TER
ACT0671,0.6758,LLC1,7.594520548,Male,1500000000,20,43,1413833500,344732000,86674200,1,296317200,1,1558558900,891435600,825224400,11900,55920600,55224600,44179700,1590523800,153787000,112122000,1,278268000,1,1578164900,645229000,582827600,17300,28794900,25394900,19605900,1349573085,368908000,100665370,1,201350800,1,1617795655,1298682725,1077178802,95278,50428384,49538384,39630707,1321914736,229317401,344364415,1,230258371,1,1665338181,1737969091,1482383101,19019,63359407,60392407,47720526,ACT
TER0715,0.6758,LLC2,7.389041096,Male,600000000,5,47,504585200,77305300,53309000,1,25768700,1,612044900,135913600,115306000,1,3992000,3736000,3736000,503555700,79152000,18691600,1,612500,1,609477300,40631500,34617400,1,-2567600,-2567600,-2567600,529119356,37482548,4223337,1,380400,1,572786890,14818000,14468289,80100,-35697638,-36690421,-36690421,561636856,1,1,1,1,1,563978905,1,1,900,-4238192,-8807985,-8807985,TER
TER0342,0.6758,LLC2,6.690410959,Male,3900000000,9,46,142735700,22833266500,1,1,16291231100,1,6684771200,83260229300,82499897100,7512400,670064000,670064000,603057600,2505921800,35063760200,1,1,30442295300,1,7127386700,1.69E+11,1.68E+11,96300,555737200,555737200,467753900,184552492,37160233853,1,1,29988839835,1,7355946510,1.54E+11,1.53E+11,508787,332341104,332341104,265872883,8280711023,805462246,1,1,1672563466,1,7413609803,57414814990,57149313367,139164,86602337,86602337,69281870,TER
TER1332,0.6758,LLC2,5.893150685,Female,1000000000,9,46,713131200,5689400,256160200,1,235273800,1,1133234300,3803180900,3790035600,491400,-251915600,66356800,53085500,686662900,123115400,378347600,1,233225800,1,1166900100,3659394900,3646133800,320000,-252050800,37110500,29688400,536460981,553729216,343086086,1,239007536,1,1195596185,5883219261,5962750040,168015,-455591579,35888388,28710710,1005322410,224632990,1,1,1928685,1,1229085756,4961950298,5177697995,51073,-388086219,41841983,33473586,TER
TER1159,0.6758,LLC1,6.367123288,Female,1900000000,2,47,2126951400,340300000,11418200,1,639776800,1,1860211200,650186600,626212800,1,-22417900,-22417900,-22417900,2135806500,340300000,1,1,640647700,1,1856777200,8709000,11418200,1,-3434000,-3434000,-3434000,2135806578,340300000,1,1,640647720,1,1856777228,1,1,1,1,1,1,2135806578,340300000,1,1,640647720,1,1856777228,1,1,1,1,1,1,TER
TER1574,0.6758,LLC1,6.180821918,Male,2000000000,3,47,1653439500,1,359753900,1,155200,1,2013433800,938235200,911483600,1,13251600,13251600,10601300,1809164100,1,230377900,1,852100,1,2038689900,836748700,791678500,1,31570100,31570100,25256100,1971436822,1,85706455,1,1384409,1,2055758868,769767661,734431528,1,21336133,21336133,17068906,2066786187,1,1,1,378928,1,2066757581,669324846,641576455,1,13748391,13748391,10998713,TER
TER2533,0.6758,LLC1,4.336986301,Female,1800000000,10,16,51163600,65534700,133101200,1008697300,54222000,1,1274239700,397512000,823266000,1,-523639300,-523639300,-523639300,46519400,1,133101200,1847140200,1154222000,1,999213700,298137000,471683800,1,-275026000,-275026000,-275026000,418761995,1,133101288,1662426210,1554222000,1,784377955,22000000,20897050,1,-214195970,-214195970,-214195970,585072498,1,13905574,1,1554222000,1,-885613714,575963500,506280624,1,-320079479,-320079479,-320079479,TER
ACT1662,0.6758,LLC2,5.15890411,Male,2000000000,5,71,1806337400,1,1,1,1,1,1806987500,1,1,7300,-185250800,-185250800,-185250800,2299031800,101577000,1,1,120658400,1,2279950400,1234050700,481900000,222000,472962900,472962900,472962900,4135681234,1062799500,1,1,529094430,1,4669386304,3120377433,1,62700,2397943544,2389435866,2389435866,8608753135,1841270500,1,1,1356302909,1,9118308495,7100884543,1609000000,81200,4480015154,4471700800,4448922191,ACT
TER0885,0.6758,LLC1,4.005479452,Male,500000000,1,46,309622100,90000000,110468000,1,1509300,1,510037500,3395552200,3271480200,23100,12546900,12546900,10037500,11910400,675292000,809971300,855294200,1900400700,1,521910400,6605960900,6100589400,9400,22091000,22091000,19891000,1540838893,3225578,672494539,766815517,2699670688,1,390707600,15940353834,15624044422,71247,-17944244,21169166,16935333,87685682,8984383,1,1,1,1,96670065,4754305200,4697925279,61727,-160598365,-292907657,-292907657,TER
TER1140,0.6758,LLC1,4.550684932,Male,1950000000,10,42,1949498900,27091000,1,1,22516900,1,1954072900,398888100,227317000,3700,5091100,5091100,4072900,1466571100,727575100,1,1,206586900,1,1987559200,2538662800,1938945100,56100,41857900,41857900,33486300,1308608517,727575132,1,1,58026411,1,1978157238,16487091,6889144,1,-9402053,-9402053,-9402053,1400837783,634697527,1,1,58026411,1,1977508899,1,1,21971,-242029,-242029,-242029,TER
TER1285,0.6758,LLC1,4.435616438,Male,1500000000,9,42,581374300,1,1,1500000000,2081374300,1,1,1,581374300,1,-581374300,-581374300,-581374300,1,1,1,1,1,700000000,800000000,683599000,1,1,23421000,23421000,18736800,1,1,1,1500000000,1500000000,1,1,282790990,1,1,-442365,-442365,-442365,1,1,1,1500000000,1500000000,1,1,63914000,1,1,-15339216,-15339216,-15339216,TER
TER1552,0.634625,SC,13.31232877,Male,10000000000,51,42,7631290900,6070105100,26596000,8547932400,15382460500,70000000,12469436500,34969401200,30091429300,5926500,288697300,396074700,291792900,197810000,1004196400,26596000,5289774500,457429800,55000000,11778005400,3130835100,2240133000,294076500,-582917600,-457431100,-457431100,230285354,6172273628,26596000,5112487078,308205086,1,11772871261,574142728,1,136173010,112904732,-5134178,-5134178,24627286,10902273628,26596000,3099996,174237286,1,10847884918,136363636,1,182132,-115120460,1093621946,-924986343,TER
ACT2298,0.634625,LLC2,13.67123288,Male,15000000000,64,41,2243152500,46498414700,7670794600,220749400,42226204200,1,15063798100,8566019500,7740414300,819900,50940000,50940000,50940000,118966500,39360092900,8015352300,166918900,33686324600,1,14702451200,1,1,406300,-339650500,-339650500,-339650500,56582563,2139825537,1,1,1254537406,1,1348176440,11614907076,9106278117,27964,2311905348,2216803668,1841373037,23546985,874825537,1,1,1,1,1306937928,1,1,7672,-33769381,-33769381,-33769381,ACT
TER1729,0.634625,LLC2,13.40273973,Male,1900000000,4,71,1886108400,1,1,1,-4290700,1,1890399100,143242700,1,1,-63257200,-63257200,-63257200,1990543400,1,1,1,3541600,1,1987001700,149326300,1,1,27753200,27753200,22202500,1966514625,1,1,1,593909,1,1972395399,48773636,1,1,-14606364,-14606364,-14606364,1963281625,1,1,1,593909,1,1969274490,1,1,1,-3120909,-3120909,-3120909,TER
ACT1684,0.634625,LLC2,11.64383562,Male,2500000000,25,62,1692548200,616293900,1,1,-5185400,1,2527121600,1367351000,1,146500,10708000,15295900,12236700,1431215400,1058884900,1,1,112378200,1,2561098600,2719654000,1,158000,54971300,54971300,43977000,1974669100,658481969,1,1,216274066,1,2597463437,2629587000,1,512746,64356328,64205932,51364746,2485156187,971230000,1,1,1000979938,1,2644381564,3693155500,1,373703,81147659,81147659,64918127,ACT
ACT1500,0.634625,LLC1,11.46849315,Male,500000000,4,20,364695300,1,138234600,25143000,8753500,1,519319500,129828000,74104800,1,-240200,-240200,-240200,379832900,1,119734600,25143000,5057000,1,519653600,90417600,48999900,1,417600,417600,334100,432408972,1,78528756,25143000,11535847,1,524544881,128520000,68405939,1,6114061,6114061,4891249,401350845,1,96909473,25143000,3394339,1,520008979,72576000,39704545,1,-4125902,-4125902,-4125902,ACT
TER2164,0.634625,SC,11.15616438,Male,1200000000,6,46,1404890000,1,1,443825400,106993400,118088100,1623633900,1446085300,1341010600,1,105074700,105074700,105074700,1181846700,1,1,443825400,-103162100,102835200,1625999100,138057200,207100700,1,-69043400,-69043400,-69043400,1079859415,1,1,1,-102936166,102835233,1523785802,484056363,482184790,1,1871573,1871573,1871573,930479224,103310481,1,443825454,2413834,1,1475201325,27272727,1,1,-48426901,-48426901,-48426901,TER
TER2131,0.634625,LLC1,11.26027397,Male,500000000,7,43,314583800,1,1,117161700,-2012300,1,433908500,175292700,151200800,1,-4147800,-4147800,-4147800,300607100,1,1,117161700,197100,1,417571700,225855400,200592200,1,-14336800,-14336800,-14336800,292768118,1,1,117161727,1,1,410965561,110312545,89113091,1,-6483512,-6483512,-6483512,354806438,862708,1,117161727,60990108,1,411840765,73135455,45800000,1,859427,859427,859427,TER
TER1827,0.634625,LLC1,9.931506849,Male,4700000000,150,16,1037861800,1,1,863636300,-299900,1,1901798100,1764000000,1,1,290340000,290340000,232272000,1213601800,1,1,863636300,1,1,2077238100,1505000000,1,1,219300000,219300000,175440000,1405301256,1,1,863636364,1,1,2268937620,1580922000,1,1,239624320,239624320,191699456,2088644616,20556928,1,1,20556928,1,2088644616,1244481000,1,1,183343360,-180293004,-180293004,TER
TER2160,0.634625,LLC2,9.876712329,Male,900000000,10,71,480803000,22122900,1,37159500,43701800,1,496383600,132279100,1,62700,-16255300,-16255300,-16255300,463720700,31600300,1,31851000,42921700,1,484250400,70752300,1,38900,-250000,-250000,-250000,522704472,26698392,1,26542500,79844143,1,496101221,140587274,1,8300,21001437,21001437,16801150,593092943,19996711,1,1,81858889,1,531230765,93529092,1,1,-15526353,45883647,36706918,TER
TER0313,0.634625,LLC1,9.15890411,Male,1000000000,7,41,223301500,35221500,1,650000000,129900,1,920431800,284872800,233171400,25800,8697900,8697900,6958300,254245900,1,1,650000000,1,1,916284700,17800000,8770900,7600,-4126000,-4147100,-4147100,252239512,2038737,1,650000000,1,1,914278249,1800000,1800000,1,1,-2006453,-2006453,252239512,2038737,1,650000000,1,1,914278249,1,1,1,1,1,1,TER
ACT2424,0.634625,LLC1,9.506849315,Female,200000000,4,16,127251800,1,95058800,66202700,166240200,1,366974900,9729918600,9431717200,1,81201300,81201300,64961100,214507200,1,9651800,56745200,152774600,1,365399700,510264500,423784800,4500,13873100,1199400,-1575100,117691276,1,120129953,47287696,151395843,1,370983107,302202000,245319921,23637,6979216,6979216,5583373,201406302,1,44803923,37830160,150065461,1,371244949,95000000,84783566,3369,327303,327303,261842,ACT
TER2334,0.634625,LLC1,6.928767123,Male,300000000,4,41,127122600,1716000,1,1,1417100,1,129421500,142457400,1,1,-30842900,-30842900,-30842900,129230500,14595600,1,1,1230900,1,144595200,168223900,116475000,92000,15173600,15173600,12138900,84322105,78095600,1,1,4471373,1,159009971,170254398,89477000,53153,15351090,15351090,14414729,92683119,18595600,1,1,2112578,1,110229780,51181238,29917800,38306,-48780191,-48780191,-48780191,TER
TER1222,0.634625,LLC1,6.734246575,Female,900000000,5,71,777570800,1,17497200,60424200,1,1,855687000,97628100,92900000,1,-43282300,-43282300,-43282300,758911000,1,7439600,97904200,1,1,869678400,243347000,103380600,1,13991300,13991300,13991300,716610794,1,1,16053030,1,1,803795536,20140000,1,1,-56569343,-65882933,-65882933,729010744,1,1,1234848,1,1,798977308,34895454,1,1,-4818228,-4818228,-4818228,TER
TER1393,0.634625,LLC2,5.490410959,Male,1000000000,5,71,1000806300,1,1,1,1200700,1,999605600,22813300,17680000,1,-410900,-394300,-394300,998507900,1,1,1,1,1,998507900,1,1,1,-1129800,-1097600,-1097600,998112367,1,1,1,1,1,998112367,1,1,1,-1129800,-1097646,-1097646,994656831,1,1,1,1,1,994656831,1,1,1,-3460800,-3455536,-3455536,TER
TER1310,0.634625,LLC1,5.257534247,Female,500000000,15,42,438290400,81730300,39836100,1,71658300,1,513688000,358720300,251039100,193900,18048100,18048100,14438400,447541700,60659700,109227000,1,116794300,1,535100400,395754600,250352500,175300,26765400,26765400,21408300,398113066,113663937,49758497,1,67507140,1,495783335,300312125,269345819,93449,-39677098,-39677098,-39677098,263483127,108432362,22675201,1,2036805,1,392973885,336231047,310678724,125960,-72365717,-72365717,-72365717,TER
TER2224,0.634625,LLC2,4.646575342,Female,400000000,20,71,193607100,1,76588600,1,892700,1,269163900,1857749300,1723705800,1,-130836000,-130836000,-130836000,7526100,1,420173300,1,92000000,1,339223600,6360506400,5037395400,1,70059700,70059700,70059700,2982420,1,412530749,99053726,295300000,1,231093134,2946409182,2257014240,1,-108130526,-108130526,-108130526,5580363,6000000,480911807,81718118,502297000,1,71913288,1993015103,1587757710,1,-159179846,-159179846,-159179846,TER
